Label,SMS_Message
ham,Yo do you know anyone &lt;#&gt; or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps
ham,I uploaded mine to Facebook
ham,"Sounds good, keep me posted"
ham,No did you check? I got his detailed message now
ham,Mine here like all fr china then so noisy.
ham,Oic... Then better quickly go bathe n settle down...
ham,Yup...
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,I did. One slice and one breadstick. Lol
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage."
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
ham,Yay! You better not have told that to 5 other girls either.
ham,I dun believe u. I thk u told him.
ham,So i'm doing a list of buyers.
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
ham,Ok cool. See ya then.
ham,Okay but i thought you were the expert
ham,I'm ok. Will do my part tomorrow
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,Check with nuerologist.
ham,"whatever, im pretty pissed off."
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,Nope. Meanwhile she talk say make i greet you.
ham,You available now? I'm like right around hillsborough &amp; &lt;#&gt; th
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Sorry, I'll call later"
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
spam,U've Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
ham,"K, jason says he's gonna be around so I'll be up there around &lt;#&gt;"
ham,How will I creep on you now? ;_;
ham,Hi its in durban are you still on this number
ham,i felt so...not any conveying reason.. Ese he... What about me?
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,If you r @ home then come down within 5 min
ham,"K, want us to come by now?"
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,"Nah can't help you there, I've never had an iphone"
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Dear where you will be when i reach there
ham,"Awesome, plan to get here any time after like &lt;#&gt; , I'll text you details in a wee bit"
ham,"Well the general price is &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,"Greetings me, ! Consider yourself excused."
ham,"Actually nvm, got hella cash, we still on for &lt;#&gt; ish?"
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,Ok then i come n pick u at engin?
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,"No, but you told me you were going, before you got drunk!"
ham,K k :-):-) then watch some films.
ham,Nope... C ü then...
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Ok then no need to tell me anything i am going to sleep good night
ham,"Hey elaine, is today's meeting still on?"
ham,S'fine. Anytime. All the best with it.
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
ham,Are you coming to day for class.
ham,Tell them the drug dealer's getting impatient
ham,I'm at work. Please call
ham,Lol now I'm after that hot air balloon!
ham,No current and food here. I am alone also
ham,I am great princess! What are you thinking about me? :)
ham,No no. I will check all rooms befor activities
ham,I.ll get there tomorrow and send it to you
ham,Fuck cedar key and fuck her (come over anyway tho)
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,You will go to walmart. I.ll stay.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,So when you gonna get rimac access
ham,I'm home.
ham,"Aight, let me know when you're gonna be around usf"
ham,"Hi, can i please get a &lt;#&gt; dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,"The table's occupied, I'm waiting by the tree"
ham,Wat time u finish ur lect today?
ham,How? Izzit still raining?
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,Tiwary to rcb.battle between bang and kochi.
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,"Yeah, where's your class at?"
ham,Haha i think i did too
ham,How are you holding up?
ham,"Sorry, I'll call later"
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?
ham,Ok set let u noe e details later...
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"Awesome, lemme know whenever you're around"
ham,Nope i waiting in sch 4 daddy...
ham,Don no da:)whats you plan?
ham,Just come home. I don't want u to be miserable
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,No. I.ll meet you in the library
ham,Where @
ham,I am 6 ft. We will be a good combination!
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,Hey anyway i have to :-)
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,I cant pick the phone right now. Pls send a message
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,i dnt wnt to tlk wid u
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,Am going to take bath ill place the key in window:-)
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"I'm in a meeting, call me later at"
ham,What happen to her tell the truth
ham,K. I will sent it again
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,Lol I would but despite these cramps I like being a girl.
ham,So ü pay first lar... Then when is da stock comin...
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,At the funeral home with Audrey and dad
ham,Wot is u up 2 then bitch?
ham,Have you laid your airtel line to rest?
ham,Do you know when the result.
ham,Lol where do u come up with these ideas?
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,Call me when u finish then i come n pick u.
ham,I need to come home and give you some good lovin...
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,Wa... U so efficient... Gee... Thanx...
ham,"Sorry, I'll call later"
ham,From 5 to 2 only my work timing.
ham,what are your new years plans?
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Wat's my dear doing? Sleeping ah?
ham,Beauty sleep can help ur pimples too.
ham,I am not sure about night menu. . . I know only about noon menu
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Excellent! Wish we were together right now!
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
